Day,Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Impressions,Clicks,CV,Media Cost Margin,Google_position,Yahoo!_Position
11-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,340,1,,122,NaN,NaN
11-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,1788,2,,310,NaN,NaN
11-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,246,0,,0,NaN,NaN
11-Oct-17,01_指名,PC,Listing,Google,-,-,1813,157,3,14092,1.01,NaN
11-Oct-17,01_指名,SP,Listing,Yahoo!,-,-,554,12,,2494,NaN,1.04
11-Oct-17,01_指名,SP,Listing,Google,-,-,1229,133,,8671,1,NaN
11-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,9,0,,0,NaN,NaN
11-Oct-17,01_指名,PC,Listing,Yahoo!,-,-,1665,84,1,6116,NaN,1.02
11-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,4,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,134,1,,168,NaN,NaN
11-Oct-17,00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,1697,1,,110,NaN,NaN
11-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,242,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,80,0,,0,NaN,NaN
11-Oct-17,03_口座開設一般,SP,Listing,Yahoo!,-,-,4354,15,,4588,NaN,2.04
11-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,1,0,,0,NaN,NaN
11-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,25,0,,0,NaN,NaN
11-Oct-17,03_口座開設一般,PC,Listing,Yahoo!,-,-,6715,25,,6493,NaN,2.99
11-Oct-17,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,726,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,161,0,,0,NaN,NaN
11-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,60,0,,0,NaN,NaN
11-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,9,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,135,0,,0,NaN,NaN
11-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,410,0,,0,NaN,NaN
11-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,572,1,,480,NaN,NaN
11-Oct-17,,,,,,,,,,,NaN,NaN
11-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,116,0,,0,NaN,NaN
11-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,424,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,200,1,,184,NaN,NaN
11-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,503,0,,0,NaN,NaN
11-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,70,0,,0,NaN,NaN
11-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,65,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,43,0,,0,NaN,NaN
11-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,251,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,52,0,,0,NaN,NaN
11-Oct-17,02_指名関連,SP,Listing,Google,-,-,16272,312,2,132322,1.65,NaN
11-Oct-17,02_指名関連,PC,Listing,Google,-,-,3614,93,,32911,1.44,NaN
11-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,37,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,244,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,218,0,,0,NaN,NaN
11-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,98,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,113,0,,0,NaN,NaN
11-Oct-17,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,4636,6,,942,NaN,NaN
11-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,102,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,132,2,,820,NaN,NaN
11-Oct-17,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,4785,4,,376,NaN,NaN
11-Oct-17,04_海外での利用,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,1,0,,0,NaN,NaN
11-Oct-17,00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,407,0,,0,NaN,NaN
11-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,9,0,,0,NaN,NaN
11-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,5,0,,0,NaN,NaN
11-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,7,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,466,0,,0,NaN,NaN
11-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,6,0,,0,NaN,NaN
11-Oct-17,00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,435,0,,0,NaN,NaN
11-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,476,0,,0,NaN,NaN
11-Oct-17,00_手数料無料,SP,AT,YDN,-,-,41,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,498,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,355,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,216,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,283,1,,162,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,22,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,3610,4,1,582,NaN,NaN
10-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,159,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,134,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,142,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,713,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,206,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,386,0,,0,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,91,0,,0,NaN,NaN
10-Oct-17,02_指名関連,SP,Listing,Yahoo!,-,-,1654,13,,3595,NaN,1.88
10-Oct-17,03_口座開設一般,PC,Listing,Yahoo!,-,-,4785,14,1,4834,NaN,3.25
10-Oct-17,03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,20,0,,0,NaN,NaN
10-Oct-17,03_口座開設一般,SP,Listing,Yahoo!,-,-,3095,22,1,6364,NaN,2.18
10-Oct-17,02_指名関連,PC,Listing,Yahoo!,-,-,4580,30,1,7456,NaN,2.21
10-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,69,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,1296,1,,191,NaN,NaN
10-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,1117,4,,415,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,29,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,39,0,,0,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,1,0,,0,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,3,0,,0,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,432,0,,0,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,57,0,,0,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,40,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,619,1,,122,NaN,NaN
10-Oct-17,00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,426,1,,65,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,2034,3,,445,NaN,NaN
10-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,3413,3,,216,NaN,NaN
10-Oct-17,,,,,,,,,,,NaN,NaN
10-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,848,1,,61,NaN,NaN
10-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,4571,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,676,3,,370,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,13,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,96,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,98,2,,907,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,16,0,,0,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,9,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,101,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,3570,8,,1139,NaN,NaN
10-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,798,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,109,0,,0,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,489,0,,0,NaN,NaN
10-Oct-17,00_手数料無料,SP,AT,YDN,-,-,55,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,509,0,,0,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2,0,,0,NaN,NaN
10-Oct-17,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,571,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,423,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,321,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,369,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,1589,1,,102,NaN,NaN
10-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2642,0,,0,NaN,NaN
10-Oct-17,02_指名関連,SP,Listing,Google,-,-,24995,427,3,195971,1.67,NaN
10-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,448,1,,535,NaN,NaN
10-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,665,2,,276,NaN,NaN
10-Oct-17,02_指名関連,PC,Listing,Google,-,-,4104,127,,58475,1.45,NaN
10-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,525,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,786,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,311,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,728,4,,342,NaN,NaN
10-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,145,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,406,0,,0,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,33,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,169,0,,0,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,1125,2,,227,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,19,0,,0,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,60,1,,265,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,77,0,,0,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,32,0,,0,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,15,0,,0,NaN,NaN
10-Oct-17,03_口座開設一般,SP,Listing,Google,-,-,15412,593,8,197732,1.4,NaN
10-Oct-17,03_口座開設一般,PC,Listing,Google,-,-,5512,80,,42463,1.69,NaN
10-Oct-17,00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,1036,1,,134,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,6,0,,0,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,712,0,,0,NaN,NaN
10-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,14,0,,0,NaN,NaN
10-Oct-17,01_指名,SP,Listing,Yahoo!,-,-,734,27,,3296,NaN,1.05
10-Oct-17,04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,3038,9,,443,NaN,NaN
10-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,7,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,2172,2,,113,NaN,NaN
10-Oct-17,01_指名,PC,Listing,Google,-,-,1994,185,3,16663,1.01,NaN
10-Oct-17,01_指名,PC,Listing,Yahoo!,-,-,1860,82,1,5378,NaN,1.01
10-Oct-17,01_指名,SP,Listing,Google,-,-,1397,150,1,9342,1,NaN
10-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,230,0,,0,NaN,NaN
10-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,392,1,,126,NaN,NaN
10-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,267,0,,0,NaN,NaN
10-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,169,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,434,1,,82,NaN,NaN
9-Oct-17,01_指名,PC,Listing,Google,-,-,1015,101,,10291,1,NaN
9-Oct-17,04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,3150,5,,199,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,677,0,,0,NaN,NaN
9-Oct-17,00_手数料無料,SP,AT,YDN,-,-,50,1,,600,NaN,NaN
9-Oct-17,03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,614,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,3311,4,,136,NaN,NaN
9-Oct-17,03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,1584,2,,424,NaN,NaN
9-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2208,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,1419,2,,241,NaN,NaN
9-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,59,0,,0,NaN,NaN
9-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,44,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,61,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,45,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,479,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,316,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,344,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,327,0,,0,NaN,NaN
9-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,38,0,,0,NaN,NaN
9-Oct-17,,,,,,,,,,,NaN,NaN
9-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,813,2,,254,NaN,NaN
9-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,1,0,,0,NaN,NaN
9-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,10,0,,0,NaN,NaN
9-Oct-17,00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,374,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,137,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,3714,1,,198,NaN,NaN
9-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,3223,5,,574,NaN,NaN
9-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,3823,2,,200,NaN,NaN
9-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,650,0,,0,NaN,NaN
9-Oct-17,00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,587,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,890,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,108,1,,232,NaN,NaN
9-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,44,0,,0,NaN,NaN
9-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,18,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,537,1,,265,NaN,NaN
9-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,597,2,,227,NaN,NaN
9-Oct-17,02_指名関連,SP,Listing,Google,-,-,16905,341,8,177961,1.68,NaN
9-Oct-17,02_指名関連,SP,Listing,Yahoo!,-,-,3371,16,,4463,NaN,1.94
9-Oct-17,02_指名関連,PC,Listing,Yahoo!,-,-,6409,30,1,6467,NaN,2.69
9-Oct-17,06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,8日～15日,1,0,,0,NaN,NaN
9-Oct-17,02_指名関連,PC,Listing,Google,-,-,3277,78,1,30924,1.49,NaN
9-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,5,0,,0,NaN,NaN
9-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,30,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,419,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,359,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,325,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,166,0,,0,NaN,NaN
9-Oct-17,01_指名,PC,Listing,Yahoo!,-,-,687,42,1,3337,NaN,1.03
9-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,111,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,283,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,84,0,,0,NaN,NaN
9-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,82,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,99,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,248,0,,0,NaN,NaN
9-Oct-17,03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,67,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,3702,5,,1553,NaN,NaN
9-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,339,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,105,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,55,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,5035,7,,1049,NaN,NaN
9-Oct-17,00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,95,0,,0,NaN,NaN
9-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,4,0,,0,NaN,NaN
9-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,1071,3,,336,NaN,NaN
9-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,11,0,,0,NaN,NaN
9-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,27,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,1299,1,,191,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,158,0,,0,NaN,NaN
9-Oct-17,03_口座開設一般,SP,Listing,Yahoo!,-,-,5660,18,,5579,NaN,2.15
9-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,171,0,,0,NaN,NaN
9-Oct-17,00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,1008,1,,136,NaN,NaN
9-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,248,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,161,0,,0,NaN,NaN
9-Oct-17,03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,18,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,268,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,226,0,,0,NaN,NaN
9-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,713,0,,0,NaN,NaN
9-Oct-17,03_口座開設一般,PC,Listing,Yahoo!,-,-,6680,17,,5668,NaN,3.31
9-Oct-17,03_口座開設一般,PC,Listing,Google,-,-,3779,87,,48866,1.71,NaN
9-Oct-17,04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,280,1,,103,NaN,NaN
9-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,739,0,,0,NaN,NaN
9-Oct-17,03_口座開設一般,SP,Listing,Google,-,-,10297,432,3,165187,1.49,NaN
9-Oct-17,00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,506,0,,0,NaN,NaN
9-Oct-17,01_指名,SP,Listing,Google,-,-,777,100,,5846,1.07,NaN
9-Oct-17,06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,1132,1,,67,NaN,NaN
9-Oct-17,03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,8,0,,0,NaN,NaN
9-Oct-17,06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,81,0,,0,NaN,NaN
9-Oct-17,01_指名,SP,Listing,Yahoo!,-,-,431,14,,3253,NaN,1.06
9-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,23,0,,0,NaN,NaN
8-Oct-17,,,,,,,,,,,NaN,NaN
8-Oct-17,04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,65,0,,0,NaN,NaN
8-Oct-17,00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,16,0,,0,NaN,NaN
8-Oct-17,03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2,0,,0,NaN,NaN
8-Oct-17,04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,74,0,,0,NaN,NaN
