Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Day,Impressions,Clicks,CV,Media Cost Margin
01_指名,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/29,236,1,,900
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/29,81,0,,0
01_指名,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/29,414,0,,0
01_指名,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/29,2055,3,,865
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/29,591,0,,0
01_指名,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/29,790,1,,371
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/29,1655,2,,257
01_指名,SP,Listing,Google,-,-,2017/10/29,926,101,1,7206
01_指名,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/29,353,0,,0
01_指名,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/29,905,3,,1789
01_指名,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/10/29,1,0,,0
01_指名,PC,Listing,Google,-,-,2017/10/29,968,112,3,12366
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,2017/10/29,948,1,,810
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,2017/10/29,63,0,,67
01_指名,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/29,311,0,,0
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/29,1336,0,,0
01_指名,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/29,60,0,,0
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,2017/10/29,83,0,,74
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,2017/10/29,101,0,,111
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/29,462,0,,0
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/29,735,0,,0
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/29,1181,2,,256
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/29,46,0,,0
03_口座開設一般,PC,Listing,Yahoo!,-,-,2017/10/29,12552,79,1,34026
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/29,67,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,2017/10/29,161,0,,141
03_口座開設一般,SP,Listing,Yahoo!,-,-,2017/10/29,10393,62,,23826
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/29,456,0,,0
01_指名,PC,Listing,Google,-,-,2017/10/28,884,98,3,9617
01_指名,SP,Listing,Google,-,-,2017/10/28,890,114,1,9680
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,2017/10/28,265,0,,227
06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,2017/10/28,110,0,,87
01_指名,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/28,362,2,,935
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/28,1116,0,,0
00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/28,560,1,,90
04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/28,1261,3,,163
04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/28,1131,4,,211
01_指名,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/28,672,3,,608
01_指名,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/28,424,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,2017/10/28,160,0,,139
01_指名,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/28,948,0,,0
01_指名,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/28,1557,2,,708
01_指名,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/28,255,0,,0
03_口座開設一般,PC,Listing,Yahoo!,-,-,2017/10/28,10998,54,,21146
03_口座開設一般,PC,Listing,Google,-,-,2017/10/28,2080,54,,22158
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,2017/10/28,1338,2,,1209
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/28,529,0,,0
03_口座開設一般,SP,Listing,Google,-,-,2017/10/28,6078,295,3,76213
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/28,303,0,,0
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,2017/10/28,158,1,,176
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/28,68,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,2017/10/28,114,0,,100
03_口座開設一般,SP,Listing,Yahoo!,-,-,2017/10/28,8651,45,1,16703
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/28,689,1,,37
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/28,33,0,,0
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/28,982,3,,500
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,2017/10/28,111,0,,104
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/28,4782,1,,42
01_指名,SP,Listing,Yahoo!,-,-,2017/10/28,401,9,,1208
01_指名,PC,Listing,Yahoo!,-,-,2017/10/28,840,56,,4518
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/28,7249,6,,715
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,2017/10/28,944,3,,812
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/28,1780,0,,0
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/28,2536,7,,798
01_指名,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/28,696,3,,1423
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,2017/10/28,2894,13,,2558
01_指名,SP,AT,GDN,-,-,2017/10/28,8139,8,,541
04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/28,5211,8,,1310
01_指名,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/28,389,0,,0
01_指名,PC,AT,GDN,-,-,2017/10/28,4218,6,,522
04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/28,4276,11,,1229
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/28,51,0,,0
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/28,17,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,2017/10/28,54,0,,50
01_指名,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/10/28,2,0,,0
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/28,724,1,,144
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/28,1347,1,,103
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/28,1478,1,,76
02_指名関連,SP,Listing,Google,-,-,2017/10/28,7112,206,1,69974
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,2017/10/28,526,0,,464
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/28,918,0,,0
02_指名関連,PC,Listing,Google,-,-,2017/10/28,1943,51,1,15772
01_指名,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/28,179,0,,0
01_指名,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/28,26,0,,0
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/28,401,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,2017/10/28,120,1,,108
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/28,2065,2,,336
03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/28,1509,0,,0
02_指名関連,PC,Listing,Yahoo!,-,-,2017/10/28,16499,44,1,12610
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,2017/10/28,849,5,,761
02_指名関連,SP,Listing,Yahoo!,-,-,2017/10/28,9272,29,,8166
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/28,617,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,2017/10/27,114,0,,96
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/27,1260,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,2017/10/27,2303,8,,2022
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/27,2094,5,,566
03_口座開設一般,PC,Listing,Yahoo!,-,-,2017/10/27,18876,66,1,26766
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,2017/10/27,926,1,,805
03_口座開設一般,SP,Listing,Yahoo!,-,-,2017/10/27,9217,50,,21499
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/27,645,0,,0
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/27,6176,8,,858
01_指名,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/27,257,1,,854
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/27,3119,0,,0
01_指名,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/27,133,0,,0
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/27,1338,5,,737
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/27,396,0,,0
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/27,1043,1,,103
04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/27,798,0,,0
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,2017/10/27,6649,29,,5879
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/27,103,0,,0
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,2017/10/27,1938,0,,1682
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/27,46,0,,0
04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/27,1266,0,,0
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/27,342,2,,324
00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/27,308,0,,0
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/27,329,0,,0
03_口座開設一般,PC,Listing,Google,-,-,2017/10/27,4786,104,2,50216
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/27,83,0,,0
01_指名,PC,Listing,Google,-,-,2017/10/27,1673,124,1,12808
01_指名,PC,Listing,Yahoo!,-,-,2017/10/27,1571,73,2,7070
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,2017/10/27,480,0,,415
01_指名,SP,Listing,Google,-,-,2017/10/27,1255,118,,8786
01_指名,SP,Listing,Yahoo!,-,-,2017/10/27,505,18,,3398
01_指名,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/27,155,0,,0
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/27,25,0,,0
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/27,774,2,,269
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/27,22,0,,0
01_指名,SP,RT,YDN,S2.コンテンツ離脱,1日～3日,2017/10/27,1,0,,0
03_口座開設一般,SP,Listing,Google,-,-,2017/10/27,12374,492,3,177760
01_指名,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/27,226,0,,0
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/27,246,1,,449
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,2017/10/27,107,0,,96
01_指名,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/27,420,1,,840
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/27,959,2,,350
01_指名,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/27,727,0,,0
02_指名関連,PC,Listing,Yahoo!,-,-,2017/10/27,28782,93,,25736
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,2017/10/27,109,0,,93
02_指名関連,SP,Listing,Yahoo!,-,-,2017/10/27,13629,42,,10494
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,2017/10/27,201,0,,169
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,2017/10/27,45,0,,41
01_指名,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/27,583,0,,0
01_指名,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/27,458,0,,0
01_指名,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/27,1286,6,,1975
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/27,269,0,,0
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,2017/10/27,1108,3,,942
01_指名,SP,AT,GDN,-,-,2017/10/27,10109,6,,610
01_指名,PC,AT,GDN,-,-,2017/10/27,3349,5,,521
03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/27,880,2,,552
04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/27,2422,6,,810
04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/27,3099,6,,976
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/27,432,0,,0
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,2017/10/27,885,3,,760
02_指名関連,SP,Listing,Google,-,-,2017/10/27,20503,405,4,162222
06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,2017/10/27,10919,12,,9390
02_指名関連,PC,Listing,Google,-,-,2017/10/27,4264,81,1,33563
01_指名,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/27,69,0,,0
01_指名,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,2017/10/27,2,0,,0
01_指名,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/26,55,0,,0
00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/26,948,2,,408
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/26,149,0,,0
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/26,1239,1,,144
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/26,272,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/26,435,3,,714
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/26,164,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/26,156,1,,410
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/26,125,0,,0
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/26,1584,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/26,196,1,,115
01_指名,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/26,54,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/26,202,2,,287
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/26,226,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/26,907,1,,96
04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/26,2928,6,,299
02_指名関連,SP,Listing,Google,-,-,2017/10/26,22277,434,4,191896
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/26,396,0,,0
02_指名関連,PC,Listing,Google,-,-,2017/10/26,4737,105,,40194
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/26,3,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/26,26,0,,0
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/26,289,1,,80
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/26,10,0,,0
04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/26,1822,4,,163
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/26,528,0,,0
00_手数料無料,SP,AT,YDN,-,-,2017/10/26,23,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/26,38,0,,0
01_指名,PC,Listing,Google,-,-,2017/10/26,1697,137,,14232
01_指名,SP,Listing,Google,-,-,2017/10/26,1227,133,,8815
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/26,9,0,,0
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/26,93,0,,0
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,2017/10/26,11,0,,9
01_指名,SP,AT,GDN,-,-,2017/10/26,19013,8,,665
04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/26,5275,9,,864
01_指名,PC,AT,GDN,-,-,2017/10/26,9030,6,,604
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/26,3,0,,0
03_口座開設一般,PC,Listing,Google,-,-,2017/10/26,5966,105,2,59935
04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/26,7041,7,,1254
03_口座開設一般,PC,Listing,Yahoo!,-,-,2017/10/26,18653,75,1,30554
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/26,414,0,,0
01_指名,SP,RT,YDN,S1.TOPページ離脱,16日～30日,2017/10/26,1,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/26,42,0,,0
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/26,208,0,,0
03_口座開設一般,SP,Listing,Yahoo!,-,-,2017/10/26,9745,46,,19783
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/26,91,0,,0
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,2017/10/26,3319,7,,2873
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/26,897,1,,98
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/26,192,0,,0
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/26,201,0,,0
03_口座開設一般,SP,Listing,Google,-,-,2017/10/26,13956,559,4,222805
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/26,57,0,,0
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/26,974,1,,88
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/26,741,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,2017/10/26,2827,10,,2532
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/26,74,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/26,159,0,,0
01_指名,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/26,87,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/26,210,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/26,18,0,,0
01_指名,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/26,601,2,,474
01_指名,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/26,175,1,,616
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/26,91,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/26,18,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/26,3,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/26,232,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/26,12,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/26,660,0,,0
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/26,966,0,,0
01_指名,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/26,397,0,,0
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,2017/10/26,1,0,,1
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/26,2,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,2017/10/26,12,0,,10
01_指名,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/26,347,1,,301
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/26,5,0,,0
02_指名関連,PC,Listing,Yahoo!,-,-,2017/10/26,25784,68,,22128
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/26,3,0,,0
02_指名関連,SP,Listing,Yahoo!,-,-,2017/10/26,11658,43,,15458
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/26,245,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,2017/10/26,81,0,,71
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/26,118,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/26,403,2,,287
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,2017/10/26,8104,16,,7241
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,2017/10/26,961,3,,796
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/26,384,0,,0
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,2017/10/26,59,1,,53
01_指名,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/26,296,1,,160
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,2017/10/26,63,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/26,8,0,,0
01_指名,PC,Listing,Yahoo!,-,-,2017/10/26,1517,66,,5333
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/26,294,0,,0
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2017/10/26,310,0,,0
01_指名,SP,Listing,Yahoo!,-,-,2017/10/26,566,15,,2557
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/26,11,0,,0
06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,2017/10/26,39631,40,,33825
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2017/10/26,79,0,,0
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,2017/10/26,21,0,,18
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/26,184,0,,0
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/26,2320,5,,455
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/26,94,0,,0
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2017/10/26,44,0,,0
03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/26,2343,1,,48
01_指名,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/26,114,0,,0
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/26,1387,2,,539
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,2017/10/26,1246,2,,1054
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/26,172,0,,0
01_指名,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/26,79,2,,780
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/26,85,0,,0
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,2017/10/26,685,0,,0
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/26,2965,0,,0
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/26,1879,2,,217
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,2017/10/26,2493,1,,49
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/26,194,0,,0
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/26,229,0,,0
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/26,23,0,,0
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2017/10/26,33,0,,0
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2017/10/26,301,0,,0
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,2017/10/26,1104,2,,940
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2017/10/26,9,0,,0
01_指名,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/26,504,1,,142
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2017/10/26,20,0,,0
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2017/10/26,3,0,,0
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/26,2269,0,,0
01_指名,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/26,605,0,,0
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2017/10/26,292,1,,840
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,2017/10/25,2431,9,,2162
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2017/10/25,10,0,,0
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2017/10/25,3,0,,0
03_口座開設一般,SP,Listing,Yahoo!,-,-,2017/10/25,8379,50,,20729
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,2017/10/25,1164,2,,975
03_口座開設一般,PC,Listing,Yahoo!,-,-,2017/10/25,16983,69,,28357
